title,type,description,cast,creators,directors,genres,mpaa,poster,duration,url,seasons,api_url
Thanksgiving,series,A dysfunctional family gathers together during the Thanksgiving holiday weekend.,"Sebastian Conelli,Bridey Elliott,Chris Elliott",,Daniel Powell,Comedy,,https://media.unreel.me/prod/popcornflix/posters/b7830c74-d96c-4fb7-8aa9-f91eb5e377fc,,https://www.popcornflix.com/series/18-cvqsvckib0fu-thanksgiving,1,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Blue Iguana,movie,"Small time crooks Eddie and Paul are in over their heads when a cute London lawyer hires them to steal a rare jewel. Meanwhile, a mullet haired gangster wants the gem for himself. Bullets and sparks fly in this pond hopping comedic caper.","Phoebe Fox,Sam Rockwell,Ben Schwartz",,Hadi Hajaig,Comedy,,https://media.unreel.me/prod/popcornflix/posters/0071a1b9-845a-4f2d-8f3a-1a84a4ba9b4c,6000,https://www.popcornflix.com/movie/18-bzcykn0617p7-blue-iguana,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Animal Tales,series,A show for pet lovers and animal advocates that will enlighten and inspire viewers of all ages to embrace the unconditional love between humans and their animals. Animal Tales will inspire people to love their pets more than ever before.,Eva LaRue,,,"Family/Kids,Documentary/Shorts",G,http://imghost.device.screenmedia.net/0743226b-f6eb-4fa7-b62c-7301f556c565-1569604332.png,,https://www.popcornflix.com/series/18-mtgjh3apb3iu-animal-tales,1,https://api.unreel.me/v2/sites/popcornflix/channels/ALL-TVSHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Lady Vengeance,movie,"After a thirteen-year imprisonment for the kidnap and murder of a six-year-old boy, Guem-Ja Lee seeks vengeance on the man truly responsible for the boy's death. With the help of fellow inmates and reunited with her daughter, she gets closer and closer to her goal. Directed by master Park Chan-wook (The Handmaiden, Oldboy)","Yeong-ae Lee,Min-sik Choi,Shi-hoo Kim",,Chan-wook Park,Drama,R,http://imghost.device.screenmedia.net/52694_LadyVengeance_214x306.jpg,6720,https://www.popcornflix.com/movie/18-392a0084-8e0c-4bae-9329-8f39c3908127-lady-vengeance,,https://api.unreel.me/v2/sites/popcornflix/channels/ASIAN-ACTION/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
"Anytown, USA",movie,"Three Candidates, Two blind Politicians, One Race. Anytown USA follows a tightly run race in the small town of Bogota, New Jersey and resonates as an all-too-familiar look at partisan politics in our increasingly polarized nation.","Dave Musikant,Steve Lonegan,Fred Pesce",,Kristian Fraga,,,http://imghost.device.screenmedia.net/56323_AnytownUSA_214x306.jpg,5580,https://www.popcornflix.com/movie/18-tvcsmioqfyrj-anytown-usa,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Deep in the Valley,movie,"In this outrageous comedy, two buddies, uptight Carl and Lester, enter a video booth and find themselves transported to an alternate dimension where the entire world has taken the traits of an adult film.","Denise Richards,Brendan Hines,Scott Caan,Chris Pratt",,Christian Forte,Comedy,R,http://imghost.device.screenmedia.net/19e69701-4ab0-4945-8b5c-2b3cfb5b32a8-1435599869.jpg,5400,https://www.popcornflix.com/movie/18-19e69701-4ab0-4945-8b5c-2b3cfb5b32a8-deep-in-the-valley,,https://api.unreel.me/v2/sites/popcornflix/channels/BROS-MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Noel,movie,"Joy is just around the corner when Susan Sarandon, Penelope Cruz, Paul Walker, and Alan Arkin fill out an all-star cast in this holiday classic. As five strangers come together on Christmas Eve, a story of peace, companionship, comfort, love, and healing unfolds against the backdrop of New York City.","Paul Walker,Susan Sarandon,Penelope Cruz",,Chazz Palminteri,Drama,PG,http://imghost.device.screenmedia.net/23637_NOEL_214x306.jpg,5760,https://www.popcornflix.com/movie/18-tfxwxc8gujsj-noel,,https://api.unreel.me/v2/sites/popcornflix/channels/TIS-THESEASON/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Proposition,movie,"In this gritty Western written by acclaimed songwriter Nick Cave, a lawman (Guy Pearce) apprehends a notorious outlaw and gives him nine days to kill his older brother.","Emily Watson,Guy Pearce,Ray Winstone",,John Hillcoat,Action/Thriller,R,http://imghost.device.screenmedia.net/09a18880-1058-4ca6-a92f-69c57628211f-1551456474.jpg,6240,https://www.popcornflix.com/movie/18-0pknr4vpg2fx-the-proposition,,https://api.unreel.me/v2/sites/popcornflix/channels/WESTERN/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Love and Drugs,movie,"After a crushing breakup, Marc turned to a life of crime to earn respect. That was until the day his ex came back into his life. Now either she will accept and love the man that he has become, or he will have to change his ways for a second chance at love.","Santosha Faulkner,Cory Espie,Kenny Gardner,Carl Brown",,Demarcus Bailey,,,http://imghost.device.screenmedia.net/5fa53b1f-7938-4176-8abe-4bef6d9f6bbd-1579215489.jpg,5760,https://www.popcornflix.com/movie/18-zchfjf3f64yu-love-and-drugs,,https://api.unreel.me/v2/sites/popcornflix/channels/URBAN/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Last Words,movie,"For years Tiffany has been planning to break up with Mike, but she is terrified on how her abusive boyfriend will react. With one year left in school, Tiffany contemplates running away from her pain and struggling relationship forever.","Mirynda Jones,Gary Everett II,Rodney Richardson",,Anthony T. Green,,,http://imghost.device.screenmedia.net/8ba22341-f733-492b-8ef4-53d68a70d889-1579215750.jpg,4320,https://www.popcornflix.com/movie/18-wjhlwucjwl6w-last-words,,https://api.unreel.me/v2/sites/popcornflix/channels/URBAN_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Kitchen Nightmares,series,Celebrity chef and Michelin Star winner Gordon Ramsay travels across America attempting to turn failing restaurants into sought after venues.,Gordon Ramsay,,Jay Hunter,reality,TV-MA,https://media.unreel.me/prod/popcornflix/posters/57b21bce-6e83-4921-8c51-f575cb202edd,,https://www.popcornflix.com/series/18-yk0ev2jyjbwp-kitchen-nightmares,6,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Hidden Heroes,series,Inspired by the best selling Chicken Soup for the Soul book series.,,,,"reality,Drama,Family/Kids,Documentary/Shorts",G,http://imghost.device.screenmedia.net/b16440c2-4741-4371-83d3-b0239d2bc112-1564514360.jpg,,https://www.popcornflix.com/series/18-cgzptkkzg1wi-hidden-heroes,3,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Yoga Hosers,movie,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,"Ashley Greene,Harley Quinn Smith,Harley Morenstein,Justin Long,Natasha Lyonne,Lily-Rose Depp,Adam Brody",,Kevin Smith,Comedy,PG-13,http://imghost.device.screenmedia.net/dd8e72ed-efb3-4aaa-995c-bb0279ebcb9c-1597285430.jpg,5220,https://www.popcornflix.com/movie/18-w3gvxy77yaka-yoga-hosers,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Defenders of the Earth,series,"Flash Gordon, the Phantom, Mandrake the Magician and Lothar, with help from their children, join forces to protect Earth from Ming the Merciless.",,,"Ray Lee, John Gibbs","Family/Kids,Action/Thriller",PG,https://media.unreel.me/prod/popcornflix/posters/457c6a5c-0df7-4341-9abc-0712078d571f,,https://www.popcornflix.com/series/18-xpl5qm6iacca-defenders-of-the-earth,1,https://api.unreel.me/v2/sites/popcornflix/channels/ALL-TVSHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Karate Girl,movie,"Ayaka has a dark secret. She's a martial arts master and must keep her family's martial arts legacy secret to protect her family treasure, the Black Belt. When she accidentally reveals her skills in public, the ruthless karate gang that murdered her family and abducted her sister finds out.","Kazutoshi Yokoyama,Tatsuya Naka,Hina Tobimatsu,Rina Takeda",,Yoshikatsu Kimura,,,http://imghost.device.screenmedia.net/54562_KarateGirl_214x306.jpg,5520,https://www.popcornflix.com/movie/18-df36bb73-89c8-4f2d-90d1-76845f9ad7c1-karate-girl,,https://api.unreel.me/v2/sites/popcornflix/channels/ASIAN-ACTION/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Hide and Seek,movie,A missing brother. Hide and seeks codes. A shocking truth for two different families and the struggle to save their families from someone who is already living inside their house.,"Mi-seon Jeon,Joon Won Jung,Hwa-ryong Lee",,Jung Huh,,,http://imghost.device.screenmedia.net/56332_HideAndSeek_214x306.jpg,6480,https://www.popcornflix.com/movie/18-8ho1t1pbyhuc-hide-and-seek,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Armstrong,movie,"During her first night on the job, a rookie EMT and her partner pick up a wounded superhero and are pulled into his mission to save Los Angeles from a sinister organization.","Shawn Parsons,Vicky Jeudy",,"Nicholas Lund-Ulrich,Kerry Carlock",Action/Thriller,,http://imghost.device.screenmedia.net/56569_Armstrong_214x306.jpg,5040,https://www.popcornflix.com/movie/18-ud9v0nhslh2v-armstrong,,https://api.unreel.me/v2/sites/popcornflix/channels/BROS-MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Pete's Christmas,movie,A put-upon teen finds himself reliving the same miserable Christmas day over and over again.,"Molly Parker,Rick Roberts,Zachary Gordon",,Nisha Ganatra,Comedy,PG,http://imghost.device.screenmedia.net/17b0f142-993a-4b1c-915e-fda12fcc63ac-1544721073.jpg,5340,https://www.popcornflix.com/movie/18-j0fynfr8krfo-petes-christmas,,https://api.unreel.me/v2/sites/popcornflix/channels/TIS-THESEASON/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Grand Isle,movie,"Walter (Nicolas Cage) and his neglected wife lure a young man into their Victorian home to escape a hurricane. When the man is charged with murder by Det. Jones (Kelsey Grammar), he must reveal the couple's wicked secrets to save himself.",,,,,,https://media.unreel.me/prod/popcornflix/posters/dc73e6fc-6283-434e-9f55-2c866bd22738,5820,https://www.popcornflix.com/movie/30-w2baat4ywdv1-grand-isle,,https://api.unreel.me/v2/sites/popcornflix/channels/THRILLER/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Western Religion,movie,"The year is 1879. Gunfighters from the far reaches of the globe descend on Religion, AZ to compete in a legendary poker tournament. Drawn by the gold prize, the players come to realize that in this game, their very souls are at stake.","Peter Sherayko,Claude Duhamel,Stig Eldred,Peter Shinkoda,Miles Szanto",,James O'Brien,Action/Thriller,,http://imghost.device.screenmedia.net/d7c22db2-0b9f-49a9-829f-c25774813947-1546638836.jpg,6300,https://www.popcornflix.com/movie/18-lt7y0x2mz3w3-western-religion,,https://api.unreel.me/v2/sites/popcornflix/channels/WESTERN/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Gang Girl,movie,Shakira is a young Bronx girl who has joined the neighborhood gang for friendship and protection. She meets a former gang leader in a school program who begins to show her a different way. For Shakira this is just the start down a road to redemption.,"Jada S. Louie,Maryam Fatima,Frances Lozada,Anissa Chalmers,Jesenia Bailey,Tracy Wilson,Squeaky Moore",,Damian Bailey,,,http://imghost.device.screenmedia.net/376c0e19-0df1-424f-b30b-3599693aa24c-1579215267.jpg,5760,https://www.popcornflix.com/movie/18-t0f6vohefrsl-gang-girl,,https://api.unreel.me/v2/sites/popcornflix/channels/URBAN/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Captured,movie,"Jessica Johnson, a journalist, has just learned that her brother has died. Upon moving into his apartment to pick up his belongings she notices an old camera. She begins to see visions whenever the camera is near. She must determine if its real or if she is hallucinating, before its too late.","Drew Shotwell,Denisha Hardeman",,Johnnard Harper,,,http://imghost.device.screenmedia.net/9e23b889-935d-41d1-80f0-165918c616a7-1579215047.jpg,4140,https://www.popcornflix.com/movie/18-5poxidrjth3x-captured,,https://api.unreel.me/v2/sites/popcornflix/channels/URBAN_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Hunter,series,"When Rick Hunter, a renegade cop who takes justice into his own hands, partners with the stunning and rebellious Sgt. McCall, they set out to crack down on L.A.'s slimiest criminals.","Fred Dryer,Stepfanie Kramer,Charles Hallahan",,,"Drama,Action/Thriller",TV-14,https://media.unreel.me/prod/popcornflix/posters/622431ea-9d5f-4331-ba64-afc881ae481e,,https://www.popcornflix.com/series/18-b0omlbnbrqm3-hunter,7,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Americas Greatest Unsolved Mysteries and Crimes,series,America's Masonic conspiracy. The strange mysteries of the Anasazi. What really happened to Amelia Earhart? Who kidnapped the Lindbergh baby?,,,Ron Meyer,,TV-14,http://imghost.device.screenmedia.net/52346_108_UnsolvedMysteries_214x306.jpg,,https://www.popcornflix.com/series/18-re8xmev1pjjm-americas-greatest-unsolved-mysteries-and-crimes,1,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Touchy Feely,movie,A massage therapist's life and relationships go awry when she suddenly develops an aversion to bodily contact.,"Scoot McNairy,Allison Janney,Rosemarie DeWitt,Ron Livingston,Ellen Page",,Lynn Shelton,Drama,R,http://imghost.device.screenmedia.net/e42be9e8-6e5d-4ee3-87ba-e401f507e368-1583181016.png,5340,https://www.popcornflix.com/movie/18-9vso7idt5lji-touchy-feely,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Little Angels,series,"LITTLE ANGELS follows the daily adventures of Alex and Zoe, twin preschoolers who, like other kids their age, need lots of help understanding their place in the world and the difference between right and wrong.",,,DARRELL VAN CITTERS,Family/Kids,PG,http://imghost.device.screenmedia.net/024eea82-5ec5-4fc3-8cf4-e200a816cd31-1555087852.jpg,,https://www.popcornflix.com/series/18-ohuitb1mnsnz-little-angels,1,https://api.unreel.me/v2/sites/popcornflix/channels/ALL-TVSHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Machine Girl,movie,"When she goes after her revenge, she soon finds herself in over her head and minus her left arm. Barely suriving, Ami escapes and seeks out shelter from two kindly garage mechanics. They take pity on her, fitting her with a high powered machine gun where her arm used to be.","Asami,Honoka,Minase Yashiro,Taro Suwa,Kentaro Shimazu",,Noboru Iguchi,,,http://imghost.device.screenmedia.net/54565_MachineGirl_214x306.jpg,5820,https://www.popcornflix.com/movie/18-10bb8bed-0457-4cdb-9159-2dd1e5784303-machine-girl,,https://api.unreel.me/v2/sites/popcornflix/channels/ASIAN-ACTION/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
